id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
20583;Haikyuu!!;8.44;Production I.G;Sports;School, Team Sports;Shounen;PG-13 - Teens 13 or older
21405;Bokura wa Minna Kawai-sou;7.67;Brain's Base;Slice of Life;Romantic Subtext, School;Seinen;PG-13 - Teens 13 or older
21327;Isshuukan Friends.;7.53;Brain's Base;Comedy, Slice of Life;School;Shounen;PG-13 - Teens 13 or older
21939;Mushishi Zoku Shou;8.7;Artland;Adventure, Fantasy, Mystery, Slice of Life, Supernatural;Adult Cast, Historical, Iyashikei;Seinen;PG-13 - Teens 13 or older
21863;Mangaka-san to Assistant-san to The Animation;7.11;Zexcs;Comedy, Ecchi;Harem;Seinen;PG-13 - Teens 13 or older
19775;Sidonia no Kishi;7.65;Polygon Pictures;Action, Sci-Fi;Mecha, Space;Seinen;R+ - Mild Nudity
22777;Dragon Ball Kai (2014);7.67;Toei Animation;Action, Adventure, Comedy, Fantasy;Martial Arts, Super Power;Shounen;PG-13 - Teens 13 or older
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
21185;Baby Steps;7.81;Pierrot;Sports;School;Shounen;PG-13 - Teens 13 or older
21563;Kamigami no Asobi;7.02;Brain's Base;Fantasy, Romance;Isekai, Mythology, Reverse Harem;Shoujo;PG-13 - Teens 13 or older
22433;Break Blade;7.25;Production I.G;Action, Fantasy;Adult Cast, Mecha, Military;Shounen;R - 17+ (violence & profanity)
21809;Kenzen Robo Daimidaler;6.13;TNK;Action, Comedy, Ecchi;Mecha;Seinen;R+ - Mild Nudity
21639;Yu☆Gi☆Oh! Arc-V;6.7;Gallop;Action, Fantasy;Strategy Game;Shounen;PG-13 - Teens 13 or older
22831;Abarenbou Rikishi!! Matsutarou;6.05;Toei Animation;Sports;Combat Sports;Seinen;PG-13 - Teens 13 or older
21013;Marvel Disk Wars: The Avengers;5.78;Toei Animation;Action;Super Power;Kids;PG - Children
22733;Dragon Collection;6.18;OLM;Fantasy;Isekai;Shounen;PG-13 - Teens 13 or older
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
23067;Tenkai Knights;6.37;Bones;Action, Adventure, Comedy, Sci-Fi;Mecha, Super Power;Kids;G - All Ages
22215;Pretty Rhythm: All Star Selection;6.46;Tatsunoko Production;Sports;Idols (Female), Music;Shoujo;PG - Children
