id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
23273;Shigatsu wa Kimi no Uso;8.65;A-1 Pictures;Drama, Romance;Music, School;Shounen;PG-13 - Teens 13 or older
22535;Kiseijuu: Sei no Kakuritsu;8.34;Madhouse;Action, Horror, Sci-Fi;Gore, Psychological;Seinen;R - 17+ (violence & profanity)
25157;Trinity Seven;7.07;Seven Arcs Pictures;Action, Comedy, Fantasy, Romance, Ecchi;Harem, School;Shounen;PG-13 - Teens 13 or older
23673;Ookami Shoujo to Kuro Ouji;7.05;TYO Animations;Comedy, Romance;School;Shoujo;PG-13 - Teens 13 or older
24405;World Trigger;7.58;Toei Animation;Action, Sci-Fi, Supernatural;School;Shounen;PG-13 - Teens 13 or older
24701;Mushishi Zoku Shou 2nd Season;8.74;Artland;Adventure, Fantasy, Mystery, Slice of Life, Supernatural;Adult Cast, Historical, Iyashikei;Seinen;PG-13 - Teens 13 or older
22687;Terra Formars;7;LIDENFILMS;Action, Horror, Sci-Fi;Gore, Space, Survival;Seinen;R - 17+ (violence & profanity)
23251;Gugure! Kokkuri-san;7.56;TMS Entertainment;Comedy, Supernatural;Gag Humor;Shounen;PG-13 - Teens 13 or older
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
24277;Yowamushi Pedal: Grande Road;8.07;TMS Entertainment;Sports;Racing;Shounen;PG-13 - Teens 13 or older
24031;Denki-gai no Honya-san;7.19;Shin-Ei Animation;Comedy;Otaku Culture, Workplace;Seinen;PG-13 - Teens 13 or older
21743;Donten ni Warau;7.49;Doga Kobo;Action, Supernatural;Historical;Shoujo;PG-13 - Teens 13 or older
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
