id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
11771;Kuroko no Basket;8.07;Production I.G;Sports;School, Team Sports;Shounen;PG-13 - Teens 13 or older
12445;Tasogare Otome x Amnesia;7.83;SILVER LINK.;Horror, Mystery, Romance, Supernatural;School;Shounen;R - 17+ (violence & profanity)
12531;Sakamichi no Apollon;8.31;Tezuka Productions;Drama, Romance;Historical, Love Polygon, Music, School;Josei;PG-13 - Teens 13 or older
12413;Jormungand;7.81;White Fox;Action, Adventure;Organized Crime;Seinen;R+ - Mild Nudity
12467;Nazo no Kanojo X;7.24;Hoods Entertainment;Romance;School;Seinen;R - 17+ (violence & profanity)
11761;Medaka Box;7.03;Gainax;Action, Comedy, Ecchi;Martial Arts, School, Super Power;Shounen;PG-13 - Teens 13 or older
12431;Uchuu Kyoudai;8.5;A-1 Pictures;Comedy, Sci-Fi;Adult Cast, Space, Workplace;Seinen;PG-13 - Teens 13 or older
12461;Hiiro no Kakera;6.71;Studio Deen;Fantasy, Romance, Supernatural;Reverse Harem;Shoujo;PG-13 - Teens 13 or older
12979;Naruto SD: Rock Lee no Seishun Full-Power Ninden;7.16;Pierrot;Action, Comedy;Parody;Shounen;PG-13 - Teens 13 or older
12815;Shirokuma Cafe;7.91;Pierrot;Comedy, Slice of Life;Anthropomorphic, Gag Humor, Iyashikei, Workplace;Josei;G - All Ages
11739;Kimi to Boku. 2;7.93;J.C.Staff;Comedy, Drama, Romance, Slice of Life;Iyashikei, School;Shounen;PG-13 - Teens 13 or older
13203;Lupin the Third: Mine Fujiko to Iu Onna;7.77;TMS Entertainment;Action, Adventure, Award Winning, Comedy, Ecchi;Adult Cast, Samurai;Seinen;R+ - Mild Nudity
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
13377;Recorder to Randoseru Re♪;6.83;Seven;Comedy, Slice of Life;School;Seinen;PG-13 - Teens 13 or older
13163;Furusato Saisei: Nippon no Mukashibanashi;6.93;Tomason;Supernatural;Historical;Kids;G - All Ages
12863;Pretty Rhythm: Dear My Future;6.67;Tatsunoko Production;Sports;Idols (Female), Music;Shoujo;PG - Children
12963;Jewelpet Kira☆Deco!;6.87;Studio Comet;Fantasy;Anthropomorphic;Shoujo;PG - Children
7867;Gon;5.79;Daewon Media;Action, Adventure;Anthropomorphic;Kids;G - All Ages
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
