id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
16894;Kuroko no Basket 2nd Season;8.22;Production I.G;Sports;School, Team Sports;Shounen;PG-13 - Teens 13 or older
17549;Non Non Biyori;7.94;SILVER LINK.;Slice of Life;CGDCT, Iyashikei, School;Seinen;PG-13 - Teens 13 or older
19647;Hajime no Ippo: Rising;8.59;Madhouse;Sports;Combat Sports;Shounen;PG-13 - Teens 13 or older
18689;Diamond no Ace;8.11;Production I.G;Sports;School, Team Sports;Shounen;PG-13 - Teens 13 or older
18179;Yowamushi Pedal;7.94;TMS Entertainment;Sports;Racing;Shounen;PG-13 - Teens 13 or older
18001;Freezing Vibration;6.73;A.C.G.T.;Action, Drama, Romance, Sci-Fi, Ecchi;Military;Seinen;R+ - Mild Nudity
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
18497;Yozakura Quartet: Hana no Uta;7.46;Tatsunoko Production;Action, Comedy, Supernatural;Super Power;Shounen;PG-13 - Teens 13 or older
18411;Gingitsune;7.16;Diomedéa;Slice of Life, Supernatural;Mythology;Seinen;PG-13 - Teens 13 or older
20473;Teekyuu 3;6.74;MAPPA;Comedy;School;Shounen;PG-13 - Teens 13 or older
20329;Koroshiya-san: The Hired Gun;5.48;Opera House;Action, Comedy, Suspense;Detective;Seinen;PG-13 - Teens 13 or older
id_anime;anime_name;anime_score;studioname;genre;themes;demographic;rating
